Artikeltyp;ExternalKey;Artikelname;ParentExternalKey
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Teigwaren_PastaGranAlpin;;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Teigwaren_PastaLiberaTerra;;
Einzelartikel;1020550;Fusilli Rustici;
Einzelartikel;1003913;Pekannüsse;
Einzelartikel;1006293;Pekannüsse;
Einzelartikel;1021968;Pekannüsse;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Peperonifrisch;;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Persimonenfrisch;;
Einzelartikel;Direktversand_Trockenprodukte_Gewuerze_0_Pfeffer;;
Einzelartikel;1000389;Schwarze Pfefferkörner;
Einzelartikel;1001881;Pflaumen;
Einzelartikel;1006951;Pflaumen;
Einzelartikel;1005392;Pflaumen;
Einzelartikel;1000767;Physalis;
Einzelartikel;1006515;Physalis;
Einzelartikel;1020240;Piaz Merlot, Azienda Agricola Bianchi;
Einzelartikel;1021433;Grosses Pilzpaket Bhutan Network (3x Pilze) - A2M;
Einzelartikel;1021432;Mittleres Pilzpaket Bhutan Network (2x Pilze) - A2M;
Einzelartikel;1021424;Kleines Pilzpaket Bhutan Network (1x Pilze) - A2M;
Einzelartikel;1022362;Pinienkerne;
Einzelartikel;1021710;Pinienkerne;
Einzelartikel;1022337;Pinienkerne;
Einzelartikel;1021274;Pinienkerne;
Einzelartikel;1021283;Pinot Noir Classic AOC, Weinbau Pelizzatti;
Einzelartikel;1019085;Pinot Noir 2019, Weingut Stoll;
Einzelartikel;Direktversand_Trockenprodukte_Nuesse_0_Pistaziengeroestetgewuerzt;;
Einzelartikel;1021718;Pistazien;
Einzelartikel;1021791;Pistazien;
Einzelartikel;1015833;Pistazien;
Einzelartikel;1000045;Pizzoccheri;
Einzelartikel;1019188;Plant Robez von Blaise Duboux;
Einzelartikel;1021794;Geschälte, gehackte Tomaten;
Einzelartikel;1019151;Pro/Creation / Mirjam Blanka Inauen;
Einzelartikel;1019971;Prosecco DOC Spumante NV Domini Del Leone Bio;
Einzelartikel;1016456;Rote Quinoa;
Einzelartikel;1016134;Rote Quinoa;
Einzelartikel;1016445;Weisse Quinoa;
Einzelartikel;1021671;Weisses Quinoa;
Einzelartikel;1022297;Weisse Quinoa;
Einzelartikel;1019814;Quitten;
Einzelartikel;1016768;Quittenmost;
Einzelartikel;1020575;Raclettekäse;
Einzelartikel;1020772;Radicchio;
Einzelartikel;1020760;Radicchio;
Einzelartikel;1021726;Bunte Randen;
Einzelartikel;1019758;Randen;
Einzelartikel;1021917;Randensaft mit Äpfeln;
Einzelartikel;1020692;Randensaft mit Äpfeln;
Einzelartikel;1022211;Rapsöl;
Einzelartikel;1021048;Rauchmandeln mit Salz;
Einzelartikel;1019801;Rauchmandeln mit Salz;
Einzelartikel;1021703;Rauchmandeln mit Salz;
Einzelartikel;1004500;Rauchmandeln mit Salz;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Reis;;
Einzelartikel;1020010;Weisser Jasminreis;
Einzelartikel;1019963;Renata Fonte, Hisotelaray;
Einzelartikel;1020478;Austernseitlinge;
Einzelartikel;1019762;Kartoffeln;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Rhabarbernfrisch;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Riegel;;
Einzelartikel;1021766;Ananas-Cashew-Riegel;
Einzelartikel;1004242;Ananas-Cashew-Riegel;
Einzelartikel;1019766;Ananas-Cashew-Riegel;
Einzelartikel;1019339;Ananas-Cashew-Riegel;
Einzelartikel;1021295;Aprikosen-Mandeln Riegel;
Einzelartikel;1019763;Aprikosen-Mandeln-Riegel;
Einzelartikel;1020617;Aprikosen-Mandeln-Riegel;
Einzelartikel;1000554;Aprikosen-Rosinen-Riegel;
Einzelartikel;1019337;Aprikosen-Rosinen-Riegel;
Einzelartikel;1019765;Dattel-Walnuss-Riegel;
Einzelartikel;1001772;Dattel-Walnuss-Riegel;
Einzelartikel;1019764;Mango-Paranuss-Riegel;
Einzelartikel;1012138;Mango-Paranuss-Riegel;
Einzelartikel;1000556;Mango-Paranuss-Riegel;
Einzelartikel;1004285;Riegelset, 5 Stück AKTION;
Einzelartikel;1020762;Riegelset;
Einzelartikel;1016132;Riegelset;
Einzelartikel;1022298;Riegelset;
Einzelartikel;1015733;Riegelset;
Einzelartikel;Direktversand_Frischprodukte_Fleisch_0_Rindfleisch;;
Einzelartikel;1019970;Rindfleisch und Alpkäse;
Einzelartikel;1019930;Rindfleisch;
Einzelartikel;1019956;Angusrind;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Reis_Risotto;;
Einzelartikel;1021336;Risottoreis;
Einzelartikel;1020657;Risottoreis;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Rispendatteln;;
Einzelartikel;1020755;Rispendatteln;
Einzelartikel;1020756;Rispendatteln;
Einzelartikel;1020491;Rispendatteln;
Einzelartikel;1017423;Rispendatteln;
Einzelartikel;1020753;Rispendatteln;
Einzelartikel;1020754;Rispendatteln;
Einzelartikel;1020643;Risotto aus Urkörnern;
Einzelartikel;1019979;Roggenmehl, dunkel;
Einzelartikel;1020690;Roggenmehl, dunkel;
Einzelartikel;1000103;Roggennudeln;
Einzelartikel;1019988;;
Einzelartikel;1019989;;
Einzelartikel;1021074;;
Einzelartikel;1019799;;
Einzelartikel;1018972;;
Einzelartikel;1019767;Rohkaffee;
Einzelartikel;1000874;;
Einzelartikel;1017120;;
Einzelartikel;1000266;Rohkaffee;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Zucker_Rohrohrzucker;;
Einzelartikel;1001759;Rollgerste;
Einzelartikel;1020619;Rotkraut und Rosenkohl;
Einzelartikel;1021524;Terra Sigillata Añada, Bodegas Recuero;
Einzelartikel;1022250;Rosinen;
Einzelartikel;1022330;Rosinen Bukhara;
Einzelartikel;1019106;Rosmarin;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Wein_Rotwein;;
Einzelartikel;1021248;Nero Cuvée AOC, Weingut Stoll;
Einzelartikel;1020467;Blauer Zweigelt, Weingut Soellner;
Einzelartikel;1021306;Safran;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Saft;;
Einzelartikel;1019177;Setzlinge für Salat und Kohl;
Einzelartikel;1019176;Setzlinge für Salat und Kohl;
Einzelartikel;1020243;Setzlinge für Salat und Kohl;
Einzelartikel;1020242;Setzlinge für Salat und Kohl;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_SalatundKohl;;
Einzelartikel;1021508;;
Einzelartikel;1019929;Raclettekäse aus Schafsmilch;
Einzelartikel;1022361;Raclettekäse aus Schafsmilch;
Einzelartikel;Direktversand_Frischprodukte_Milchprodukte_0_Schafskaese;;
Einzelartikel;1018989;Schafskäse;
Einzelartikel;1022124;Schafskäse aus Jenaz;
Einzelartikel;1021938;Schafskäse aus Jenaz;
Einzelartikel;1021952;Schafskäse;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Wein_Schaumwein;;
Einzelartikel;1020466;Marie Pétillante, Weingut Soellner;
Einzelartikel;1021071;Schöki Mandeln und Meersalz;
Einzelartikel;1021797;Schöki Mandeln und Meersalz;
Einzelartikel;1019934;Schöki Haselnuss;
Einzelartikel;1021685;Schöki Haselnuss;
Einzelartikel;1021266;Schöki Haselnuss;
Einzelartikel;1021267;Schöki Karamell und Meersalz;
Einzelartikel;1021268;Schöki Mandeln und Meersalz;
Einzelartikel;1021955;;
Einzelartikel;1021765;Schöki Milch;
Einzelartikel;1021940;Schöki Milch;
Einzelartikel;1021068;Schöki Karamell und Meersalz;
Einzelartikel;1021796;Schöki Karamell und Meersalz;
Einzelartikel;1021235;The Angry Gorilla Milch;
Einzelartikel;1021719;The Angry Gorilla Milch;
Einzelartikel;1021237;The Angry Gorilla zartbitter;
Einzelartikel;1021720;The Angry Gorilla zartbitter;
Einzelartikel;1021667;The Angry Gorilla Milch;
Einzelartikel;1020782;Angry Gorilla;
Einzelartikel;1020926;The Angry Gorilla Milch;
Einzelartikel;1021668;The Angry Gorilla zartbitter;
Einzelartikel;1020784;Angry Gorilla;
Einzelartikel;1020927;The Angry Gorilla zartbitter;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_SchokoladeChobaChoba;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Schokoladeclaro;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Schokoladefairafric;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_SchokoladegebanaTogo;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Schokoladelaflor;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Schokoladeoriginalbeans;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_SchokoladeSchoeki;;
Einzelartikel;1021707;;
Einzelartikel;1021923;;
Einzelartikel;1019933;Choba Choba Oswaldo;
Einzelartikel;1021293;Choba Choba Oswaldo;
Einzelartikel;1021947;fairafric Caramel & Fleur de Sel;
Einzelartikel;1022175;;
Einzelartikel;1022258;fairafric Caramel & Fleur de Sel;
Einzelartikel;1021385;fairafric Cashewcreme;
Einzelartikel;1021856;fairafric Cashewcreme;
Einzelartikel;1021485;;
Einzelartikel;1021946;fairafric Haselnuss;
Einzelartikel;1022188;fairafric Haselnuss;
Einzelartikel;1019130;fairafric Extra Kakao;
Einzelartikel;1019773;fairafric Extra Kakao;
Einzelartikel;1022176;;
Einzelartikel;1019125;fairafric Herb;
Einzelartikel;1021082;fairafric herb;
Einzelartikel;1019123;fairafric Kakaosplitter;
Einzelartikel;1021333;fairafric Kakaosplitter;
Einzelartikel;1019124;fairafric Mild;
Einzelartikel;1021241;fairafric mild;
Einzelartikel;1015041;fairafric Seidigsanft;
Einzelartikel;1022146;Milchschokolade;
Einzelartikel;1022023;Zartbitter-Schokolade;
Einzelartikel;1005854;Claro Mascao Blanc;
Einzelartikel;1005853;Claro Mascao Blanc;
Einzelartikel;1020724;Claro Mascao Coco;
Einzelartikel;1020726;Claro Mascao Coco;
Einzelartikel;1012331;Claro Mascao Coco;
Einzelartikel;1020615;Claro Mascao Coco;
Einzelartikel;1020725;Claro Mascao Coco;
Einzelartikel;1012332;Claro Mascao Coco;
Einzelartikel;1005848;Claro Mascao Éclats;
Einzelartikel;1005847;Claro Mascao Éclats;
Einzelartikel;1005846;Mascao Noir;
Einzelartikel;1005845;Claro Mascao Noir;
Einzelartikel;1020747;Claro Mascao Noir Orange;
Einzelartikel;1020749;Claro Mascao Noir Orange;
Einzelartikel;1005851;Claro Mascao Noir Orange;
Einzelartikel;1021395;Claro Mascao Noir Orange;
Einzelartikel;1020748;Claro Mascao Noir Orange;
Einzelartikel;1005850;Claro Mascao Noir Orange;
Einzelartikel;1012334;Schokolade Nectar de Coco Chia Vegan;
Einzelartikel;1021768;Chocolat Togo Herb;
Einzelartikel;1022277;Chocolat Togo Herb;
Einzelartikel;1021767;Chocolat Togo Mild;
Einzelartikel;1022257;Chocolat Togo Mild;
Einzelartikel;1004511;Milchschokolade;
Einzelartikel;1005859;Milchschokolade;
Einzelartikel;1004510;Zartbitter-Schokolade;
Einzelartikel;1021271;fairafric Extra Kakao;
Einzelartikel;1021272;fairafric Herb;
Einzelartikel;1021270;fairafric Kakaosplitter;
Einzelartikel;1021269;fairafric Mild;
Einzelartikel;1018969;Schokoladen-Ananas;
Einzelartikel;1020897;Schokoladen-Ananas;
Einzelartikel;1016905;Schokoladen-Erdnüsse;
Einzelartikel;1022129;Schokoladen-Macadamia;
Einzelartikel;1018968;Schokoladen-Mangos;
Einzelartikel;1020896;Schokoladen-Mangos;
Einzelartikel;1018970;Schokoladen-Physalis;
Einzelartikel;1020893;Schokoladen-Physalis;
Einzelartikel;1007304;Schwarztee;
Einzelartikel;1019024;Schwarzwurzeln;
Einzelartikel;Direktversand_Frischprodukte_Fleisch_0_Schweinefleisch;;
Einzelartikel;1019939;Seductive Loops / Mathias Roloff;
Einzelartikel;1020014;Seitan und Tempeh;
Einzelartikel;Direktversand_Frischprodukte_Setzlinge;;
Einzelartikel;1020133;Setzlinge für Artischocken und Kardy;
Einzelartikel;1018377;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018370;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018376;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018368;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018366;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018367;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018375;Setzlinge für Cherry-Tomaten;
Einzelartikel;1018380;Setzlinge;
Einzelartikel;1018381;Setzlinge;
Einzelartikel;1018383;Setzlinge für Tomaten;
Einzelartikel;1018371;Setzlinge für Tomaten;
Einzelartikel;1018372;Setzlinge für Tomaten;
Einzelartikel;1018373;Setzlinge für Tomaten;
Einzelartikel;1018374;Setzlinge für Tomaten;
Einzelartikel;1020132;Setzlinge für Kürbisgewächse;
Einzelartikel;1018378;Setzlinge;
Einzelartikel;1018379;Setzlinge;
Einzelartikel;1018382;Setzlinge für Tomaten;
Einzelartikel;1021449;Saft- & Smoothie-Paket;
Einzelartikel;Direktversand_Trockenprodukte_Snacks;;
Einzelartikel;1021697;Sommeräpfel;
Einzelartikel;1022174;Überflusskiste;
Einzelartikel;1019149;Sospesi / Federico Piccari;
Einzelartikel;1019186;Souvignier Gris 2018, Weingut Stoll;
Einzelartikel;1020542;Spaghetti;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Spargelnfrisch;;
Einzelartikel;1019937;sprout series #5 / Maria Montesi;
Einzelartikel;1022212;Stangensellerie;
Einzelartikel;1009521;Stofftasche T;
Einzelartikel;1022235;Studentenfutter;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Suesskartoffeln;;
Einzelartikel;1022186;Süsskartoffeln;
Einzelartikel;1021520;;
Einzelartikel;1019938;Sun leaf shade fruit / Oliver Zenklusen;
Einzelartikel;1019941;Sweet Turn / Christina Hemauer & Roman Keller;
Einzelartikel;1020685;Tamarillo-Risottopaket Bhutan Blossoms - A2M;
Einzelartikel;1018594;Oliven-Tapenade;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_0_Tee;;
Einzelartikel;1001755;Albula;
Einzelartikel;1001757;Bernina;
Einzelartikel;1001756;Capri;
Einzelartikel;1001754;Frida K.;
Einzelartikel;1020686;Teepaket Bhutan Blossoms - A2M;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Teigwaren;;
Einzelartikel;1021382;10773;
Einzelartikel;1021381;10454;
Einzelartikel;1021380;BLABLUBBjklh;
Einzelartikel;872;;
Einzelartikel;1021945;Tête de Moine aus Fornet-Dessous;
Einzelartikel;1019159;The Dialogue / Bianca Trevino;
Einzelartikel;1019105;Thymian;
Einzelartikel;1019167;Tibetan Nunnery / Ugo Dalla Porta;
Einzelartikel;1022260;Roter Tilsiter aus Maseltrangen;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Tomatenfrisch;;
Einzelartikel;Direktversand_Trockenprodukte_KonservenEingemachtes_0_Tomateneingemacht;;
Einzelartikel;1021665;Tomatenpassata;
Einzelartikel;1019961;Trasantier Tinto, Bodegas Recuero;
Einzelartikel;1019962;Trasmontes Blanco, Bodegas Recuero;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Traubenfrisch;;
Einzelartikel;1020239;Traubensaft;
Einzelartikel;1022281;Roter Traubensaft;
Einzelartikel;1021446;Weisser Traubensaft;
Einzelartikel;1021364;Traubensaft;
Einzelartikel;1021310;TreeShirt;
Einzelartikel;1000142;Treibstoff 1l;
Einzelartikel;Direktversand_Trockenprodukte_KonservenEingemachtes_0_Trockenfleisch;;
Einzelartikel;1020659;Wild-Trockenwürste;
Einzelartikel;1019958;Trockenfleisch vom Rind;
Einzelartikel;1019955;Trockenfleisch von Zwergzebus;
Einzelartikel;1021243;Trockenfleisch vom Rind;
Einzelartikel;Direktversand_Trockenprodukte_Trockenfruechte;;
Einzelartikel;1022261;Trockenpilze aus Cornaux;
Einzelartikel;1019189;Unterstützung Walls against Walls 10.-;
Einzelartikel;1019146;Unterstützung Walls against Walls 1000.-;
Einzelartikel;1019193;Unterstützung Walls against Walls 10'000.-;
Einzelartikel;1019143;Unterstützung Walls against Walls 120.-;
Einzelartikel;1019147;Unterstützung Walls against Walls 2000.-;
Einzelartikel;1019144;Unterstützung Walls against Walls 240.-;
Einzelartikel;1019140;Unterstützung Walls against Walls 30.-;
Einzelartikel;1019145;Unterstützung Walls against Walls 500.-;
Einzelartikel;1019148;Unterstützung Walls against Walls 5000.-;
Einzelartikel;1019142;Unterstützung Walls against Walls 80.-;
Einzelartikel;1020556;Alpkäse von der Ruosalp;
Einzelartikel;1019161;Vache Globale / Köbi Wiesendanger;
Einzelartikel;1022123;Vacherin aus Echarlens;
Einzelartikel;1022020;Grüne Oliven mit Chili;
Einzelartikel;1022019;Grüne Oliven;
Einzelartikel;1022018;Grüne und schwarze Oliven;
Einzelartikel;Direktversand_Trockenprodukte_Gewuerze_0_Vanille;;
Einzelartikel;1007927;Vanille;
Einzelartikel;1002670;Vanille;
Einzelartikel;1020232;Vanille;
Einzelartikel;1021966;;
Einzelartikel;1022009;;
Einzelartikel;1022291;Vanilleschoten;
Einzelartikel;1022142;Pflanzliches Grillpaket;
Einzelartikel;Direktversand_Frischprodukte_0_0_verarbeitetepflanzlicheProdukte;;
Einzelartikel;1021647;;
Einzelartikel;1017117;Olivenöl;
Einzelartikel;1005862;Olivenöl;
Einzelartikel;1021506;Olivenöl Vergine;
Einzelartikel;1021936;Olivenöl Vergine;
Einzelartikel;1022292;Olivenöl Vergine;
Einzelartikel;1021987;Olivenöl Vergine;
Einzelartikel;1006060;Olivenöl Vergine;
Einzelartikel;1020624;Verjus;
Einzelartikel;Direktversand_Non-Food_Verpackung;;
Einzelartikel;Direktversand_Non-Food_Verpackung_0_Versandverpackung;;
Einzelartikel;1020535;Verveinetee mit Kornblumen;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Zucker_Vollrohrzucker;;
Einzelartikel;1016461;Vorratsglas;
Einzelartikel;Direktversand_Trockenprodukte_Nuesse_0_Walnuesse;;
Einzelartikel;1001639;Walnüsse;
Einzelartikel;1021744;Walnüsse;
Einzelartikel;1012031;Walnüsse;
Einzelartikel;1016767;Walnüsse;
Einzelartikel;1019942;tägliches Brot? / MORGENBROT / Gewitter am Sonntag Morgen / Isabelle Krieg;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Wein;;
Einzelartikel;1021723;Weinpaket, Weingut Stoll;
Einzelartikel;1019089;Weinpaket vom Weingut Söllner;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Wein_Weisswein;;
Einzelartikel;1021509;Donauveltliner, Weingut Soellner;
Einzelartikel;1022272;Weissweinpaket, Weingut Stoll;
Einzelartikel;1020554;Xarel·lo, Mas Comtal;
Einzelartikel;1021249;Zäme AOC, Weingut Stoll;
Einzelartikel;1020734;Weissmehl;
Einzelartikel;1022254;;
Einzelartikel;1020640;Winzersekt;
Einzelartikel;1019166;With Love from Kabul / Artlords;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Wurzelgemuese;;
Einzelartikel;Direktversand_Trockenprodukte_Gewuerze_0_Zatar;;
Einzelartikel;1000227;Zedernüsse;
Einzelartikel;1000270;Zerbrochene Cashews;
Einzelartikel;1003498;Zerbrochene Cashews;
Einzelartikel;1020599;Zerbrochene Cashews;
Einzelartikel;1020468;Zerbrochene Cashews;
Einzelartikel;1020515;Zerbrochene Cashews;
Einzelartikel;1022206;Zerbrochene Paranüsse;
Einzelartikel;1022356;Zerbrochene Paranüsse;
Einzelartikel;1021812;Zerbrochene Paranüsse;
Einzelartikel;1021808;Zerbrochene Paranüsse;
Einzelartikel;Direktversand_Frischprodukte_Fleisch_0_Ziegenfleisch;;
Einzelartikel;1018349;Ziegenfleischpaket;
Einzelartikel;1020581;Ziegenfrischkäse aus Elfingen;
Einzelartikel;1020651;Raclettekäse;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Zitronenfrisch;;
Einzelartikel;1021893;Zitronen Meyer;
Einzelartikel;1021894;Zitronen Meyer;
Einzelartikel;1020606;Zitronen Saisonangebot;
Einzelartikel;1016660;Zitronen Saisonangebot;
Einzelartikel;1016659;Zitronen;
Einzelartikel;1020605;Zitronen Saisonangebot;
Einzelartikel;1021451;;
Einzelartikel;1003925;Zitronengrastee;
Einzelartikel;Direktversand_Frischprodukte_Gemuese_0_Zucchinifrisch;;
Einzelartikel;1020018;Zucchini;
Einzelartikel;1020017;Zucchini;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Zucker;;
Einzelartikel;1018986;Zuckerbirnen;
Einzelartikel;1021859;Zuckerbirnen;
Einzelartikel;1019445;Zuckermelonen;
Einzelartikel;Direktversand_Frischprodukte_Fruechte_0_Zwetschgenfrisch;;
Einzelartikel;1022195;Zwetschgen;
Einzelartikel;1021834;Zwetschgen, seltene Sorten;
Einzelartikel;1021845;Zwetschgen Fellenberg;
Einzelartikel;1022136;Zwetschgenkompott;
Einzelartikel;1019012;Zwiebeln und Knoblauch;
Einzelartikel;1022217;;
Einzelartikel;Direktversand_Archiv_Archiv-A2M_ZZ-Archiv-A2M;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Brotaufstriche-Nussmuse;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Fisch-Meeresfrüchte;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Fleisch;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Frischprodukte;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Früchte;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Gemüse;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Getränke;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Gewürze;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Grundnahrungsmittel;;
Einzelartikel;Direktversand_Archiv_Archiv-Non-Food-ZZ-Archiv-Gutscheine;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Konserven-Eingemachtes;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Milchprodukte;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Mischungen;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Nuesse;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Oel-Essig;;
Einzelartikel;Direktversand_Archiv_Archiv-Parents_ZZ-Archiv-Parents;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Pflanzliche-Produkte;;
Einzelartikel;Direktversand_Archiv_Archiv-Saisonangebote_ZZ-Archiv-Saisonangebote;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Setzlinge;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Snacks;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Trockenfruechte;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Trockenprodukte;;
Einzelartikel;Direktversand_Archiv_Archiv-Non-Food-ZZ-Archiv-Verpackung;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte_ZZ-Archiv-Weitere;;
Einzelartikel;Direktversand_Archiv_Archiv-Non-Food-ZZ-Archiv-Weitere;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte_ZZ-Archiv-Weitere;;
Einzelartikel;Direktversand_Frischprodukte_Setzlinge_0_Tomatensetzlinge;;
Einzelartikel;Direktversand_Trockenprodukte;;
Einzelartikel;Direktversand_Non-Food;;
Einzelartikel;Direktversand_Frischprodukte_Setzlinge_0_Setzlingeweitere;;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_0_alkholischeGetraenkeweitere;;
Einzelartikel;Direktversand_Trockenprodukte_Grundnahrungsmittel_0_Grundnahrungsmittelweitere;;
Einzelartikel;Direktversand_Trockenprodukte_OelEssig_0_Oeleweitere;;
Einzelartikel;Direktversand_Testobjekte;;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Wein_Weineweitere;;
Einzelartikel;Direktversand_Archiv_Interne-Artikel_nicht aufschalten;;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Kaffee_Kaffeerebeldia;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Schokoladeweitere;;
Einzelartikel;Direktversand_Archiv_Archiv-Frischprodukte;;
Einzelartikel;Direktversand_Archiv_Archiv-Trockenprodukte;;
Einzelartikel;Direktversand_Trockenprodukte_Nuesse_0_Nussmischungen;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_schokolierteFruechte;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Degustationssets;;
Einzelartikel;Direktversand_Trockenprodukte_Nuesse_0_Nuesseweitere;;
Einzelartikel;Direktversand_Trockenprodukte_Trockenfruechte_0_Trockenfruechteweitere;;
Einzelartikel;Direktversand_Frischprodukte_0_0_Frischprodukteweitere;;
Einzelartikel;Direktversand_Trockenprodukte_Snacks_0_Geschenkboxen;;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Kaffee_KaffeeAndere;;
Einzelartikel;Direktversand_Archiv_Parents;;
Einzelartikel;Direktversand_Archiv_Archiv-Non-Food;;
Einzelartikel;Direktversand_Archiv_Archiv-A2M;;
Einzelartikel;Direktversand_Archiv_Archiv-Saisonangebote;;
Einzelartikel;Direktversand_Trockenprodukte_Gewuerze_0_GewuerzeWeitere;;
Einzelartikel;Direktversand_Trockenprodukte_Getraenke_Kaffee_Rohkaffee;;
Einzelartikel;Direktversand_Trockenprodukte_0_0_Trockenprodukteweitere;;
Einzelartikel;Direktversand_Archiv;;
Einzelartikel;Direktversand_Trockenprodukte_Brotaufstrich_0_Nussmuse-weitere;;
Parent;15657;Pistazien gesalzen/geröstet;
Parent;10722;Gemüseabo WeltweitabHof;
Parent;10720;Probierpaket WeltweitabHof;
