id;Artikelnummer
6d529cddcd4848a2bfe99510255b47c9;10446
65f2845994d04438b3ac61606d8b65cf;10660
e4bbd7d7f3974a0aba8a3f96fb3f5d81;10704
4cd62f6138784b7ea01cdcbe85d4b483;10722
b4bab75af8c4452fbd56cbf9175c4ed7;10702
bacd93b5a680448c9fdb106642b1b1de;11370
358f6c8cd60b49238c812d59fb94c2eb;11533
a8661cafc9054bb0af7284d8742bc248;11704
d4f8cf4a00df45e3809e36825cdc4491;10656
496ad7180b274a96b931221ceb93d66b;10653
c0ed3e3d643643c0af882a1e3da2e5ff;10654
cf8985ddde7249c9bf4f60779cc08380;10655
3c112ede333745e49feeffb7bd4d9bc5;10658
8e1313f0c98d4469b620f6c79fb3ed5f;10661
fab803fb20bf4af7956db86f5c0bcd0f;10657
16fc28dd91c04d4fb99f60efbbca5a77;10659
0b7c3159200d47bca5ef8f6cd39a09b0;10666
4fe7e44097ea4120bd76dcfd47e0869e;10663
798191f990ef4b8b9852bc5dcab99e0d;10671
e1a461b615fb485e8b6fb0b665ff3134;10664
52e050786b084632bcedab948b0ceed9;10662
910e81d2530b4d2da210dcadc505b011;10676
fa95766510e5476bba2ed433954b44db;10668
728d5a2b0d174d25a21264bc15a4fdf9;10665
f6780cd7865b4f30968e2d9e10331885;10682
40f9900920924c329b611339f3bb716d;10667
e91e017a11c64967b4429eb6d8290be6;10669
5c43b340cb1c499eaa57874d9f13fd60;10670
aa025b622d3c4310aeb43c3ffe00e9fe;10687
5ca16e5312ff41bfbabcc0d7854b97c2;10673
1463f5340a2a49a0832bb4d9b639a199;10674
f831a89ce65b4541b4a1a4daa8857d46;10672
ee33e32635e7416890ace3a4206aefa0;10692
cd513a37d5b44d2c8d3ef3771bef6730;10678
8509cabb3d834410b8ebf1c46d42e387;10675
ecbcba9f101b4061b111da4fa371affd;10697
605e7f7c4e57456da8e2bb879edc8022;10677
98c8a19bb4a24113b41cf2362b53c10b;10679
cfafc11a1e294aceab78ab9b3dcd6414;10680
ebabfeddc0074fd1b0e19d1988ec0140;10684
1b0b3ec5fab94005807ecf894b7e3876;10685
b4c7c20479524d22be7b7fa571d783b4;10707
92b15c37a45641978f56484f44e5b4fa;10683
fc6567c383074f519497a9214dedfe21;10690
b75a60670d614550bf48fea4f2c4f8d5;10689
289fe1a8e42f49ed81307bc2f80b2988;10686
f0d6ff8558c54de7b3e39543cbbdeb0c;10695
1d7fb1f08a3b420f8d590f0086cf2e72;10688
f30c7045d3804df2a8622ead8852cdd3;10712
ed55e595cafa4a94933f5f71b81971d8;10700
56b4bba26482402ba0d84d3f28e4167b;10691
417ecf9095cd4bb693d396fb3a775cab;10694
dd2315e58a8e4a0aac0b2b07077b2d38;10705
b714c8928e56433a88553a468b4d545a;10717
d96663a88f784f5f9df468ca082996b1;10693
0b2d250e443648e7a11157ceeb097c8b;10710
09fe8a7d4f234321a4c09a7dcbaaf2f4;10699
1fb88f2bf7de4e6bab5721e72a4f3ee4;10696
f5ec044c2b03401986ab9ea466592287;10715
913ee03e6b7e405b834631054d45f050;10698
fd0c192f56b24e208380bde5f832f875;10723
dce61ee1dbd04cd09985ee61be59cdd6;10721
d0c80555f2c447fc80eef5868cb03912;10701
1cd402db32b74bcaa438161edeaed563;10726
b4f032f61d884e3bbcc1e0fa929d0a6a;10728
1941641e101947d0b15754d8cca95189;10703
8bec3ea177474492be34587e4558ea80;10731
3487bb2e172c471dbba037c3c53197cd;10706
95d718e861ea4885b8c32597c46aa063;10709
f8764392e3764177a0cdd92ea5866d64;10736
f7a37a8555c045328983f17d73fbab6a;10708
4dd8f18b914b45ca965378336d04e702;10733
08b37df32a244d62a3f863df1b6ac31d;10714
21394d131ab84b42ae56e75627e349dd;10711
25b1a68fb4bc41c882abad858a8a48f6;10738
f1e64f3df52745d58d4e24094b7e2b92;10742
8925ad6722594ec79187c10c34f3881a;10744
9bcf5b23ebb943a9aac8f476a2020427;10716
52003d8bb46244a9a41a5d1b41c58033;10713
ff408740dada475eb16ab9e74940f143;10720
c842ac1602bb46488f05c39b249db5c3;11531
dbd20b474cf04e95877f5a8657d18ac2;10718
f33dfd46c9ea44f48f976d55ebe36bba;10725
151a810239fa41dc91e25b8a11d58945;10727
39c94440d39b4f70807b1888cec7c5c4;10724
74f820eada7d40deaad8d96b2335b430;10730
87fd4fabccee4bd28da6622c5d29aeec;10732
c69ea6429cfa44ed9a6a55a7eb0564f9;10729
cb4ce23926eb475ba3a18050271a0201;10735
f416b2bf118f4cfe98fca532f14024de;10737
8474d64e88b54ee79af72ce843e42bab;10734
62a6011f98784a8abf22cca6350be582;10743
15e2bb1dbf1c45d7a2bdfc1db3cb92fc;10740
636e6fcbd1c14a75bed2115eb4ff9877;11532
d4fad3dde637430fbee72e5cafaefaaa;10763
4de689142e0840fb9638f2becd07697a;10681
3a3bbaf6bfb84f408d43b86eafc07104;10719
6c8fd9552e794d55892adbf7b989725a;11530
9254815ec98d4375a306480ebb4c1195;1020515
7260fe67cc9b44819a56f2554c312f46;1020513
4c09bb08581f42bea55086d57462d4a1;1020492
d47d87fec7fe4c9ebb023e9b09e977ef;1020496
08f0df8daa17474d80730406ea83aec0;1020484
223f6a85864d433a91a685fd74d6f76c;1020471
ba8a902a647d4c039284fcd2ba3641da;1020480
a655a9f3969b4e64938549971ed05433;1020468
b2d42b4ed82944479450073c00c0680b;1020475
72f8cde78b824894aedabef50bc464b4;1020482
bb94f21faf8248e3a7e7fafb7832a82d;1020485
f572469edc7342c6b052d504395b25e3;1020477
040fa5e480dd4fb18c1bc2c7d9f37b50;1020474
a611924bdeee4760b5275ea2799738eb;1020483
d5af37558e7841c1a1485a6afbde9ee6;1020478
1da78862386141e3b37173f7d951b086;1020472
3849141b8b894b0e8110eedd5e6c88a3;1020353
167281af2ceb4981b9179ce8d9613a86;1020343
8693ed2664694565adfcf5aae8d19038;1020481
494c444f7e5e4bd8945239fc687aed70;1020467
1e2aacd00a8243379ae91f25e93ff94b;1020470
9f50e456855b487aba8eea6aac52e42d;1020342
596d5de1b0fd4b5fb62c43e16ea17ece;1020238
7b90998feb3f4e1192046c8098a4f446;1020243
90f87f78eac14f23a4ccf47f754b5e52;1020239
5bdf61d8b1cc4b48b6a8b2198aefa6ee;1019930
8785fe6fd143447f8b0e402ce9021331;1020473
99e772d6d15a484eb2f35b8a17925112;1019770
ee9012d2d44b4a9eba84a44021c97c11;1020466
964807b96ce646ae9c5ccb3dddd14d77;1019791
05532e4cf61441919a804a160cd971cb;1020232
3e28bf55201e460e8b74719a9c1f1e7a;1019152
c6ad6e0f9e034521b72a6a99207826f5;1020240
2fff0f20b7784eeeb62f47c355c69cc0;1020133
373b014819e248a290eabf345058a95d;1020125
c116a40edd35424889792841a0c452af;1020028
08d10b7c8b784d0882075bb833ebdb1e;1019923
a4db3a28bbe14d16ad5606aacc2e9ee3;1020464
54fb3b7ae5b24db3af88e861072634d0;1019929
a5009aa8ffbb4f4e84ad5dea290d8bdc;1020014
83c960d5feaf465ca182d65a065cebf0;1020004
ef002002de9a4bafb33421c70ff61370;1020027
0b28ba01ff9848d0a85e277229d4b01e;1019156
480c627ed5734f0c9cbb6f34d7b518a7;1020465
d9f18f3eb12b4a269cf55f01772f2c6b;1020023
1c2fea4775f94d748f3540823670f568;1015544
c0e07312c82e4e94a6dcf25df0c2aae8;1019793
6f5c71cb7c834f878ae683c3c1c37445;1019792
173d3724d0184b7783b858fd71c8b023;1020123
168b5f71f48d4729bd08b8ac2bcec353;1020029
3d1c1a64762f4014a7479f83640427ed;1019924
9e765bd01fbb4097b11cdb4a44e14c73;1020463
81df5fa46f4c4ff8b2f1417bf4e8e85f;1020346
73cafeb7c5b8472fa32cd1e8d92d28fa;1019085
195d466f1d81463b8a5a4772802375a6;1019641
69d73f617b7341bca357efd0b682b6e5;1019192
744d19b2e65f4740a74ce73767e81215;1020015
cc49d70c4b834556b2a74df205af07f6;1019323
ff425466adef4f4ebb542a10981d945f;1018376
dc7fdd267bed4db5bbf092b679c1800d;1019145
166389fd405044c0bdb263abdd06287f;1019308
4d43f5a725be4e42bbafc0b47e3e3069;1020242
85f090abd380403cba8aa9f9fc55db02;1019794
59a0802b3093459ab26fd0ca1e12a3ea;1020025
7926056b97df4d1d8032f8239e1596ea;1020236
f3adfda8daf84eca835898a5920417bb;1020132
84e3d2051b244e0089558b4ffcc5385e;1019080
f47ea573bbbc49fe811a77e54cb983be;1019151
94633e2ea93b48638885aa1a26d365d3;1019768
849abc07251c49e381bb18a3443bbb31;1017280
86c3f3a992a247de8d3156c0ac63fdcc;1020127
f0e041ecd2b44c86a491c745812e62e1;1020124
5b573b7242f24496955216712b773a5c;1020479
4e9b551e8b5d40c99f980095f0956567;1019997
e5cbc567d32e4efba3f82d54d0d5f3b7;1020017
1eedd81d8251464883381e2467b7f293;1020010
379abd2e92554e2588cf89f43de143ec;1019955
6eb5ba34910145a0964121714f9afb8c;1019948
961a612530f24b8e87eae48688e4a66e;1019945
24f888185596475a93c3aa623c87979d;1019987
c1386a23a289427a965da00e57700b24;1019812
840e55012b434062a314109078dcb72e;1020009
aaf0cc895fa541c7815230542cc93b40;1019801
ca78d2ad32594452b164e513240ef204;1019974
4145bad6ce204bb1aaaae48eba0d2ecd;1019130
f6c08feaca714707a496a0a420d4f401;1019959
64d066e2afa541bdbc2b18da173d1563;1019958
e51d03511a724d03840f7f03983ef328;1019172
e2a6c20641e5448794fca624a7734c2c;1019800
0e63529afac948939f9151f07ce8ed01;1019972
372fdc41bc7241ce994f5938a598bf36;1018987
8fb75f2ccdce492c979f86a916d9c5d2;1019970
f1f6ccdd4e9443f0afede9032adc405d;1019764
fcc4c2cc04404db3bc35b612f8a07562;1019155
9379d660d64e4fc6aebccfdda2cf045e;1019943
47cc133df948485eaacf2d9b6e9f5196;1019797
fb4118d64e7c460c8caca9d6fec7b768;1019942
92e335938eee4753b1aa9841414fc32a;1019937
1a74e35f35964d738b634fe0e6611ba7;1019969
4af545eb64dc42719d42c468cac40934;1019963
cd35693211ef4c98b1b660b06b288a68;1019962
64bbc2c44e8b4c4cb659796d0b1c82a0;1018969
7cfacdc548f449df94761d5e44dac53f;1019944
20a5489d39054575a9d88a1e55563901;1018989
bf18223ea90146c9a221fa545e2e00a4;1019140
f8b547fc0b1b403881e29fbdd4032785;1019934
bc210e322db44626bb0c89162a27ff4f;1019168
cbc41f00fb174bbba4daccd94ccdd163;1019933
027e5b51ed914175965ee419954ae521;1019164
8a9e11ac37b44befa4fd79262d1f47a8;1018986
59546891967e4e4e9b8751fb969835a1;1019961
a493f184da994b668f0002419994ce63;1019311
bbb3a139a9d74b8b8c4bbf51cc506601;1019144
907bce56ddbe417daa4a393b64d58f76;1018596
683545e8697347bf8a244612f1b750fb;1019196
9f64a5027d6d4fd886432141c0265ba1;1016231
ef25675e4ab7434da12f2255d48aa343;1018095
0824c85711d74db39d1c1de379098fae;1019194
6f0942b22e5f456f90409554dad4f218;1019154
8fca1d066777479daa6654ce302152ef;1019027
5dc6a3d8d54e49598a792284ead78555;1019056
641b4aba297041adb0d820a46bcb2127;1019083
bac4352c67154b1aadd219f6b7a496fc;1019195
25e3c42834c0497cb2d5d11ae1a237ec;1018593
e8631ac7dcaa43f5bd0d1e7fb6c8868f;1019177
b9e1183f8cc34244af637aa553738962;1019765
3d424369417e4c82bad0ec2b51290fc5;1006832
c181d20def2942a9b489fbfe52173c7b;1016659
93c14a730c884c1bbc6b24d391af1bf7;1019758
02cab172909f41eba673649f4b5a2379;1017565
d47f41c66efe442c97e0c4a0394094ef;1019938
697e6ba2a8144309b3cc5269bff0cf5a;1018103
0a169d26c231403a87145891a6755687;1019088
6de765cc91a24275836315b12a016074;1019649
53466f2953f34f98a54a1ee5b13182f3;1016234
125dff51941f4c678606629e59655a57;1019339
2017c46ebee84071ad36b9e2855fa8a5;1019337
56868fad12a2409a91e6246362e82a90;1019146
b77c926e50bb4116a269f29c2063fc93;1019316
2b9216488d194d7d993f74020125204c;1020018
61158c4ef4e844e091b7201dbc74349b;1006952
470efc06bd40405db68e732bfc2a9b52;1019143
de37abcbda094f60a2f265b846336c09;1019189
e214ede5284c4cb297768ad86f57bc2b;1005274
1e09f506e6f047c2bdad02e6e1cc6006;1019935
48729371e4614445928df1f7b8cfa5fd;1004936
abd83e98dc924c9a9a247b344e0eedba;1017671
f07700c646b143f1b262f6119c8688f0;1017427
fee0e5792c254cfab63a319bdd4c426c;1018367
05c0c3a6226141f4a6e97b19df29bd0e;1017562
71d603d890334a34812e8d8084fa1f52;1009313
52f7fe5bbee047619a00759f11d28ead;1018373
465eb7fdeddb4a93a5d133a0e706e555;1019142
b07b4d0fcac647419dcea81c9cc092e0;1018091
2d22fd4c4fa24745802fcb6d63a71a0f;1019960
a0cc98290c9d49419abd604cfb73bdb3;1019150
9f1973fee307462293c7813a20546fe9;1019163
3448a5abc7fd4131880345bb03617fcd;1005850
847c96b8fe254c6ea0bd25921123ae7b;1005392
9d78c860f57148258d67231b1f751caf;1018370
664f65cc463943a1a5070f88fc9db1de;1019324
e174c0fa120d474fba9fb56a2d14d196;1019166
e06224b6678a40f2934364deb2d3713e;1019190
6c65d63484ad4a44aa66bc18fc8f9408;1019159
2fee761c5b134480b72ba42fef883daa;1019078
d061d6d58445493b8649ebc8ad173fa8;1017785
fd645d773d47410fbdabb05ae854825a;1017276
56d8107776094bc99d768fd2b30577fe;1019162
566fcf454d7240aab83aacabbff1c472;1019107
f38ca0a6a5894f63a8f86f3e48ec3bae;1005846
97f52902da544a97bddd6432a016925f;1019784
a2d60e48e3ad49c58c1d2106d2e4dea2;1014233
ce8522b465b84a8a882032d65bd200aa;1012935
cdc602f20815469ca1786456aca6a591;1019149
fa42caef6ff9473f9d0cad58f88ccc5b;1019445
336ec5fed7f248669794cf6716069f6d;1019052
bf0de6ac58244546be73326245551a94;1019931
7bc9d2e425304ff2bcc96a10ffa17b36;1019157
d75db09054254e95ab0b7c3ff125a430;1019644
03802a5b16cb4000a70adcf3eaf5b62d;1005497
4efcfb1143d54d8fae5c50b011449e3a;1019333
523befa6c8fb43c1b79a7075747ef49d;1019089
1d43dda23b7c4c3c93c3624dc3200aeb;1001648
4ef8dadd4ee84172b77eecb3573e8c14;1017273
6ce5ae47795f48e7904c7e29362738ac;1019139
915d9bd80261485dbbcbb82117b44e2a;1018968
a9eafd34352048f8a90c16d7e25c27ba;1019161
15c8e0fcfb8f4271b9405b88881b2959;1019135
a483e1e7ec1c4caba81508e84089481f;1001755
07e1635cb0e14455bba18d37a8923422;1019160
b478887634f94eaa82adc97b41ebae18;1019446
74ffb6bf963e4ff2bdc0276b548f8f7d;1009525
fc4c19e7d11444d780ec98b61a64fa15;1003995
a88aedeecb5b420e9e8d760abdc611e8;1003963
9e218c518b774837833aa72a3765c2fb;1002685
2403542cdf3a4b8799c450d3ff474f7a;1019086
82d52f9088b042d4ac7147621d82861d;1007311
8485b13ae8d94435a9001f685311b440;1019763
bb64c12b0cae4beaa7023b7acf2f66aa;1019762
037fd84967284a41b07974e4fd846adc;1019939
27fac6ec6a85401b98e5781531de13d8;1019153
8e6182dbb66d4a0c927ac5d02254547c;1019053
5bb7f9053d76499594f4f343f37dc429;1019329
ae04a6b260a64bb6b9ea1e3bd1b2624d;1017428
ddbc25dd63084f428c711458878cb5aa;1018970
aee785dca1d142af8d3ce8828abdcc1a;1016564
5995a7c6fdd74cf6b22c758ddef10a95;1018977
f1f44239ad7e451e9d0fc24284d8fdd4;1019759
b9b05fd1512e4db89fe903880ea36e0c;1016461
943185ef42304bae893a0c42bd93e0f7;1000972
8294a724dc2b42b19b15fd3df7fa569b;1018965
d23eb274078a45eca1ae3e5dcfb4b573;1017122
cf8428e2d25f48d6acd764d3291b7459;1019814
399150e3b9874a7cb3584f47d007fdca;1009329
7341d82753a84230b6588050c2a2e0a8;1020008
aa94daefce904402845eaa662d89e6c0;1016456
95fe752f9406427d9b30d1df2dde3337;1015339
0b73fb2d18f547df8cecb9b644c2e4f0;1018959
a179e15bd49c409e93433bfd26628ab6;1018939
e900e96e5d044cd798c5572075735c1a;1016132
025c7862f3cc4ad5a0d9f2f235c83c58;1017447
b3c649654dc14b9084a6527c2c01d885;1017448
4b30adaf405943f280cde56973ea8af0;1019186
c8e4fbfa2db549d1a99986d18725ce72;1019176
1deec9cd8a894e4a8ae514a2bcca2f9a;1008513
95fc5c36c62544ab8b0657364e2d8f50;1019188
8ebfd804bd994b0d8f97bd8957d90226;1019169
49f2900fe85c4348bd7373edae93a786;1007613
ab9524f5d5ce414cb50d805ed18784c5;1019104
0f94bc1952d148b2823d67d8a7573170;1019049
41781fbaf5c342a088317687a9cf6dcb;1019178
0fa327a54326465a9c3b9e3e577b99aa;1019125
72302dd3f3c04d549533699ae9a1a99f;1018322
650258fcaede4b188832ca8cbc4b3b59;1009327
3e81ca4cc624492e81d8e524c169f1b9;1000274
0fb21677a0374ad2b3d0ac71249ec1b2;1016031
160df9643f50436ab8331b323880b50b;1017450
bb7444dfb51b4b72a145cd1b385ec483;1015334
fe9297ecd4e24714a8d6ef7847e4f965;1015335
5f3091f5c3de4b8ebaf973cf288bf464;1015340
c11c5470c4674f2787050f5892fe8d90;1015337
96fbfae88e184b63b1309dd8adf65f32;1015333
67ec6f156fd24eb388f59a2f39a467a4;1015534
3b7391cfe22b4f15a514ceb484ad2a22;1015041
47811da474e8413d9a0b29740e1d9e91;1019158
7148a3fcb8fc44969125e42fbe4c1dc8;1018632
e502db0d912a4f65a1e7414fba8307eb;1018631
7ca2056a6c8744dda1b97a0fa07b7b36;1016910
5ac8762847854ff5bf7ad068cfda9dbb;1017398
40e5bef81dc34809b6da98cb22152085;1019105
4bc52ef906ca436cb12441ec0dcc1980;1004961
ad0d935474c64b788ec7fddcc588ea6e;1019932
90959692160d4119b15bb087a6a7ecf2;1019148
f2eaada9a35c461388ccc6dbb30c073c;1007302
5ec108428de642af9e3e951b3ef29a7b;1000342
0fde2525b466491990783d69cff76fed;1016134
82904d0c886847edaa1ec8ce5657fbe1;1004500
e2eee4acc3674bf7b766f8bd236c426b;1019087
d1c0dcda6d474daea4641941b6aae8a0;1019147
55f80d3f8dd04a6d990a6caac76c4e15;1017423
c9c7c291f7ea4e96b376f7043cd49d03;1019109
97ad46f41e394131bb6886721065c028;1017010
774a1b5487264c388b649c316f16caed;1016764
4d20f035d5274fca8cb4fdcaf2139f3e;1016767
7240dd5ed3684834815f3e87245cc5a0;1018943
e0fd9216547142af90cb02c077414d67;1000287
e6392d162b50468aba1400cb11072118;1019956
37661bac8d8245cea19454447aacd249;1014931
6e9fde1d70924165a814fd699b5fe13e;1001394
c9ad4d2652294bdc9f4787604a984130;1017270
9b3e0eaee0754aa1ba1e94e2c56a1f3d;1002232
d4b57ab2f8b44278bc0d146c76da43e5;1009521
34717b23ec3344748d00eb83f602e47c;1018734
15aa40cb3de74889a0dc9b60e3a120e4;1016232
4bdddeaa87aa45659ae6e93ab209b14a;1006951
64f707cc807440e59071b6768953e1ed;1018102
c66ad09f2e75470397053912869e298d;1015331
7a4aa673d4584c2a8af283311902b3f2;1014232
ae383b4eed9e49b080aaf466630321b7;1000270
63629bf5e1eb42c0b1e3836f8523050a;1019054
556e2f1231d1481986a1e0f0c3c0f9cf;1016444
3d3a3a715bf04d1fa1a2fb50bd2fec20;1014832
abe48b3c03c64dca9331c7a64c11c286;1014437
afb1d0bb4fe549b88b441f0abe8c6a58;1018594
64098042d1974b88864d21338312ec9c;1017784
92c202b609b749f4a714e4001ad24b74;1018105
6ea43824d7f047869d13bb4d997d4680;1019081
a7bb5219363448ca93567445891be5f9;1017396
c578c48774ce40a58cd723c0273db4da;1009213
e1b3f56f471546abbb5bab8059955927;1019141
71861796c60c4d95922b85d5cefeb387;1019170
e961d29513364c8e9fb1f203e9ba29a0;1019059
684e240575b84141ac620aca6a365b2f;1011345
38e46d69dadf4353810a972fee9a8bca;1000943
1e1674d66232489fa145fa38a83940f2;1000969
97bcc900138c4d0288d1cdc890fd7b2b;1000554
d969d2e569e743b9a93ad681bf1346e1;1000910
ee2f7bc09f554ae79289e5daa27ddb30;1014440
3f2109d3396b4130a93fbbcc8075acae;1019317
f8700fc78e894394a5288cf795007212;1012139
a0cc1b96489746988266e7dc06448444;1001743
a053c43abc5d4027aad8cf60ac078b86;1000945
df18640b19574b4ba678a2e69cf193b2;1005851
5d2cbedd6dda485cb2525c72290a1b42;1000216
d27088f02d1b4ecdac49cb7e3b381618;1018101
d965278bbb054d45906d7b92eb2f28e6;1019191
d0caf1d7518443d19dac187c0c86465c;1017400
bfb64d97a3a140e6a6ae3fefc4348613;1013831
425a14813c5141c89f6e6ec9754f8f10;1018335
1a3c493024e342dd9c1de66141af597a;1019055
cdf996203de1416e96aa7a3014318e41;1019024
f9b6ae39a04d4ab39c023a37f39adfc6;1018366
420628b0997f4dd9b5f25c29f9c8754d;1019123
1469a842fecf417bb42dd01244dce7fa;1017117
48949f921a454b058fa23b0ef708548f;1017563
93229669bf134c119b79d64a2abab61b;1001874
1159d57bb1464de9ba392ad4fbc1ba24;1014231
45aee880dca94ddeb6b5d9c0a491d2aa;1001754
a61c4e54242749549e528a88ee9fad7d;1000666
aee666c9e7aa48dcbc7d3bb986e9f1d1;1017986
1363e2e1b45e4042bb76f76063db89fc;1018592
4a537f2975a247f7927731fa9821d728;1001875
356e4e37d70e4fa9aef720acb82007bc;1000769
fa0eeaae16ed49d8b0de400d2b2e2598;1000212
c9e8e98a8c9747659a86b170a4a846a3;1000909
58fc24d55f29487a8005d4e6671aec54;1000559
23da84b174284a19930e041b82e25668;1015332
f9c1e40371ef453b83b608d877d03544;1007927
c51d361586044eacb13da2b8bb00fc6a;1000767
4ec8d7e35a0946658c2835b050926df6;1000938
242bc046bf634c8a809151cf11f42319;1000908
e5e9e53261cc4643a98f66881d12df48;1000556
8849589bfb9b4452b76be9e655941803;1000389
0425f8bd840943ff908d5ecd914045d1;1017452
506e82fa4e774b74911a405108cefdaf;1000110
0b12c28bec5f459abfb8c0968f2daf48;1001772
b9110a5bf5004e559bf81eb580eabc60;1017985
73d152412ab74d62a3529dc951b9e3e9;1007303
7e86dd6d4ef7434bb61b942d8c71b7ab;1010226
a6203ad651ed4b9ca0169c8809d60735;1003602
c2bc706702ce4dd4bd676c0210bcb6ec;1005853
f8d86b7299a14fb5a1aae634f43c9a45;1006778
858c5f5a73b249dc91c3337e5e435a0a;1012934
f4f08f0776c84b04b2e02b7433a275f7;1012332
a4c7247070c547d185d457b09003148a;1006546
a0fc1f5912fc4be6a2beb9dcee10096e;1011343
90189ada0dfc40059e0a2f239c59445b;1019106
42720d87975549d0ba9c59a8b50fa956;1001760
e55c5f511bc348d28046468a89bedf3d;1018368
cffc3ad8686f4e9080275f7c2fb5f99b;1017123
6d89aa11a9df4321a69e7439e5202df9;1000102
03219efae3e34e5189a7d55e698b5b6c;1016905
be483b27df444b3e91eed14d884620f1;1006314
f3e28450ce0d4bac95a32a759f4cfec4;1005299
d753d0d7b04844638a9006fdd10eb350;1009827
4b0de982abc14b60a9b9cc99241f0310;1019179
8ecb4063e2a24723922307a01bd05134;1019079
f06a0cd8fb714b8e8df99ba389891f38;1005845
b93b70e5e1ff4d8cb9b9b62dfa5dde1f;1004242
952bd97e25134968b6a90dc2695e5600;1016464
1adf13c784474524a956275e53237a47;1001873
87b6bba5025848048de061c599e05228;1017399
1249e2e6afde481a8315684472db47b1;1016468
f234764c120a4172b5eed46c31184c62;1017410
478525bc01e84d3d99c9242e64b11bcd;1019940
6cee597be6a44c4eab3be99b34c8cc8b;1004000
a8f43584faaf4c689abbf74a765a194b;1006080
